,ids,urls,long,lat,file
36,105001000B95E100,https://s3.amazonaws.com/explorationlab/chips/141aaa4d9abc9fd8c82e4cf042fa1006.jpg,-95.543478,29.755294,3020020.tif
37,105001000B95E100,https://s3.amazonaws.com/explorationlab/chips/b09012b78bd8d4099c2abbf945b9d53c.jpg,-95.544176,29.755783,3020020.tif
38,105001000B95E100,https://s3.amazonaws.com/explorationlab/chips/cb0ff5ec43ad344fc68467bbb51be219.jpg,-95.544766,29.757189,3020020.tif
39,105001000B95E100,https://s3.amazonaws.com/explorationlab/chips/f288c2473de1274fc7eb12c60e4a86a7.jpg,-95.553306,29.758936,3020020.tif
40,105001000B95E100,https://s3.amazonaws.com/explorationlab/chips/614c82bc6002c4560b33c347a922ec8a.jpg,-95.548221,29.759983,3020020.tif
41,105001000B95E100,https://s3.amazonaws.com/explorationlab/chips/7b7af4e8383d43ed42ea9121e7513feb.jpg,-95.555173,29.761991,3020020.tif
42,105001000B95E100,https://s3.amazonaws.com/explorationlab/chips/b1e5e0ba214f5b72d7011e4bf1fa70e1.jpg,-95.554502,29.762866,3020020.tif
43,105001000B95E100,https://s3.amazonaws.com/explorationlab/chips/ce92c59b581274ac267870e10cb0647a.jpg,-95.555479,29.765255,3020020.tif
44,105001000B95E100,https://s3.amazonaws.com/explorationlab/chips/f543bf19e53cf054bab05b74f96c9bdb.jpg,-95.555237,29.765241,3020020.tif
45,105001000B95E100,https://s3.amazonaws.com/explorationlab/chips/314bcb103c0928d89b2fef51dac719fc.jpg,-95.555264,29.76404,3020020.tif
46,105001000B95E100,https://s3.amazonaws.com/explorationlab/chips/63b98f5c855c25aef8cdd2e065ce7de6.jpg,-95.554486,29.765651,3020020.tif
47,105001000B95E100,https://s3.amazonaws.com/explorationlab/chips/cc04deca3c82cd43cfd1dc9e98803377.jpg,-95.555843,29.765525,3020020.tif
48,105001000B95E100,https://s3.amazonaws.com/explorationlab/chips/00434f0c4e1bcdf253cbf8144d42d686.jpg,-95.556632,29.764501,3020020.tif
49,105001000B95E100,https://s3.amazonaws.com/explorationlab/chips/326752ce9b45fce341be4136e77302c3.jpg,-95.558139,29.764398,3020020.tif
50,105001000B95E100,https://s3.amazonaws.com/explorationlab/chips/0373f2a4954e9523498a521e8f9478a5.jpg,-95.556932,29.765846,3020020.tif
51,105001000B95E100,https://s3.amazonaws.com/explorationlab/chips/cf4ba5b72e69e311551674e685f70fde.jpg,-95.552088,29.766284,3020020.tif
52,105001000B95E100,https://s3.amazonaws.com/explorationlab/chips/12fd721470d57ce9f1ad017ff24a4f44.jpg,-95.554958,29.763537,3020020.tif
53,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/5eb75caa326b4cf70bec3a8cdb773985.jpg,-95.192834,29.621326,0
54,105001000B95E100,https://s3.amazonaws.com/explorationlab/chips/2623bc1905d6112e42fb975b943676db.jpg,-95.558949,29.768328,3020020.tif
55,105001000B95E100,https://s3.amazonaws.com/explorationlab/chips/939881185768c2e4b229e6d05e0895ec.jpg,-95.564416,29.765343,3020020.tif
56,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/f369f8b73da0611eaf022977871591e6.jpg,-95.119451,29.506706,0
57,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/4334d32bb25b558894d45790f2bf3667.jpg,-95.150128,29.501935,0
58,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/1a92ebaed80ac7352b2663d17abf8f46.jpg,-95.141807,29.505011,0
59,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/262fd3ac313353e697a1d92023e76a26.jpg,-95.150498,29.500174,0
60,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/dbce5eb0c01de68177d94b37cfdf7227.jpg,-95.149275,29.500118,0
61,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/79f269d1204306db7521d055173a9257.jpg,-95.015092,29.465527,0
62,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/00c9386337b9fc77f30f7b6131d76fed.jpg,-95.015462,29.46528,0
63,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/6a7dbe26054ac2257b0cecba03268a29.jpg,-95.334945,29.509298,3002233.tif
64,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/6fe71406030afcab3fff0fa923ad2ab1.jpg,-95.336142,29.510446,3002233.tif
65,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/82243b0757f3d73a1fe29c85847c8d59.jpg,-95.334803,29.509517,3002233.tif
66,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/bcd2ec8feedd4b2bd1d881cb44722a56.jpg,-95.318742,29.373582,3002231.tif
67,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/8ba2b7a75c8cea8d115a36938e8fabac.jpg,-95.324401,29.595954,3020011.tif
68,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/f15d6aeccba90fdc0193507e07e6c9a5.jpg,-95.198933,29.536114,0
69,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/0ae65ebb11ed5b68ee98e2ed4d9c0934.jpg,-95.189851,29.528908,0
70,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/762eab3159d0016d55eb82ab2d9332ec.jpg,-95.326247,29.596136,3020011.tif
71,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/ca0e5e4bb18566149729e073a5826abb.jpg,-95.326858,29.596416,3020011.tif
72,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/04cf6aab8c4a0afc899a1401efe5a28c.jpg,-95.336348,29.591752,3020011.tif
73,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/71bad185782ea232a36e08c89d063209.jpg,-95.186016,29.526245,0
74,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/a8aed63faa06e738eaf7452cdce43ef6.jpg,-95.322187,29.372401,3002231.tif
75,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/78ea600d24db8f6321c420ef8e508bd4.jpg,-95.3257,29.375294,3002231.tif
76,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/bd92d3bbeddfa2f4ffa495d1007c2913.jpg,-95.143846,29.505663,0
77,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/c35f51fe8fc16bbda973ca79fdb48216.jpg,-95.144119,29.505878,0
78,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/fa73663848d18f71c90b109cc5bb34c0.jpg,-95.168908,29.433966,0
79,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/9175f78a67622b652b25eec0410b7707.jpg,-95.162836,29.432209,0
80,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/4586bd73e65d4cc4d42351c368e6a13b.jpg,-95.282886,29.505473,3002233.tif
81,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/f9aaa114d96826710f5cc39c807d7c6a.jpg,-95.283423,29.504977,3002233.tif
82,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/ede5c28ee7516132770d349170d91b9c.jpg,-95.144018,29.444561,0
83,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/c74250aebf91fac3746c2be38e20908a.jpg,-95.118998,29.506254,0
84,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/05e86a5f836985818933c6aae6d136c1.jpg,-95.136089,29.50827,0
85,105001000B95E200,,-95.25954,29.427514,0
86,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/5454559782b8b5d4b6a850a25b823c36.jpg,-95.128834,29.504843,0
87,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/960db7f47850a7c655a07d4e14495806.jpg,-95.283798,29.610796,3020011.tif
88,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/7cee28e8e8d1a13c3ab81d4f7b677640.jpg,-95.141263,29.504292,0
89,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/f886caa7dbb77b62eaf0b350880545b0.jpg,-95.294259,29.595299,3020011.tif
90,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/afa3082c80366084a9ad5a71f3fb0b07.jpg,-95.295114,29.596062,3020011.tif
91,105001000B95E200,,-95.240768,29.56278,0
92,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/00810adcef7d74998c0efba49bb03ccc.jpg,-95.174498,29.471228,0
93,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/6dd49e80038bfcc2e1437b1747662b92.jpg,-95.111317,29.455138,0
94,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/fce99ba0d39d126b3432ea0f9f6a1743.jpg,-95.295761,29.593527,3020011.tif
95,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/a25f92b0574d276e634489ef46cd132b.jpg,-95.288664,29.608158,3020011.tif
96,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/11cc8cc741f24c446664e8f0352e04c4.jpg,-95.288615,29.608615,3020011.tif
97,105001000B95E200,,-95.223395,29.495312,0
98,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/74bb39e0e3aa83180d370e2a15519c26.jpg,-95.335023,29.395403,3002231.tif
99,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/cd5ad38a99e9ca707b0717feb36e1bd7.jpg,-95.333097,29.390804,3002231.tif
100,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/56a943f2d994e3ffa65748c30f950978.jpg,-95.334283,29.591554,3020011.tif
101,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/7ec3df265be7750cd780655a195b5eaa.jpg,-95.133407,29.506993,0
102,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/d07d2837272f83226e38561f112227a8.jpg,-95.323538,29.596069,3020011.tif
103,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/4fc2fbffdef52657157d97b9ca0b4b43.jpg,-95.325024,29.594483,3020011.tif
104,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/c5ac1443aca7052eae041d266d21bfa6.jpg,-95.286668,29.601202,3020011.tif
105,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/d5e0e857bd36d325d176072c652a90bb.jpg,-95.234912,29.557203,0
106,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/f0e93b73b7440b8d09250f86dd88bac0.jpg,-95.314585,29.458932,3002233.tif
107,105001000B95E200,,-95.336171,29.589823,3020011.tif
108,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/aed042f4a2bb2862a0f0b141f2ca8ff0.jpg,-95.23812,29.560815,0
109,105001000B95E200,,-95.308099,29.595975,3020011.tif
110,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/095804c78d4edc7c66eb0a6e94d1d05b.jpg,-95.2846,29.610654,3020011.tif
111,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/dd96b383ab32a9242616ac8dbc5c91ad.jpg,-95.28312,29.610649,3020011.tif
112,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/9575f038269d4b22b5e49df25711a02d.jpg,-95.283104,29.610271,3020011.tif
113,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/e71ff627216def38b7973d2d69cdcf57.jpg,-95.284388,29.610752,3020011.tif
114,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/b8e8444cc1b6ecee2a7c0632d5e446f6.jpg,-95.283281,29.611274,3020011.tif
115,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/2ee2bab5d1982b8ec110dbb719ede9a1.jpg,-95.277691,29.610395,3020011.tif
116,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/95d49e8d743ac9d9e83e651957d1bded.jpg,-95.279879,29.611705,3020011.tif
117,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/30c783558b60e12de61e714be1be8e12.jpg,-95.272418,29.611747,0
118,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/2bd6e76653c3656a4dbff1118cdc5f3e.jpg,-95.273764,29.611738,3020011.tif
119,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/aa605920be2fb84b4ebf33bf11482cce.jpg,-95.301249,29.593708,3020011.tif
120,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/136d1caef0bb8307f5b886ae1f3c0589.jpg,-95.275899,29.609938,3020011.tif
121,105001000B95E200,,-95.277412,29.610143,3020011.tif
122,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/bb0e44dc25baae7d4e27fe9e19b678d9.jpg,-95.282055,29.594982,3020011.tif
123,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/d2423dd850246828386d4f282bd65797.jpg,-95.276749,29.59459,3020011.tif
124,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/53ebc033949defe0893d15ffa788e83e.jpg,-95.278262,29.594082,3020011.tif
125,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/d22049ffc2319dae8053c0e067f453c0.jpg,-95.27727,29.593722,3020011.tif
126,105001000B95E200,,-95.281529,29.594884,3020011.tif
127,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/14ab319bae31fe4cca9ff5e4644cb8ed.jpg,-95.2775,29.594002,3020011.tif
128,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/18f68a443bb5c59506ad537c9f3641b6.jpg,-95.276277,29.593624,3020011.tif
129,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/906e4325217907cba267360d8ee2cbe9.jpg,-95.273684,29.605456,3020011.tif
130,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/83d5a3ff58ca81b04c55ec74cd16a5b5.jpg,-95.240126,29.562838,0
131,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/a4a163c07b7670be74f97c1a5bcbdd5e.jpg,-95.292505,29.608744,3020011.tif
132,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/2e057846aaf05beca0f49e2edc794d8b.jpg,-95.290895,29.607781,3020011.tif
133,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/3483c7a34f52a05159a9e8fdcd98bb30.jpg,-95.290903,29.608776,3020011.tif
134,105001000B95E200,,-95.28942,29.608235,3020011.tif
135,105001000B95E200,,-95.289063,29.608228,3020011.tif
136,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/f3087954215d9a2286e4eaed5d5aa5f5.jpg,-95.289369,29.608471,3020011.tif
137,105001000B95E200,,-95.289447,29.608681,3020011.tif
138,105001000B95E200,,-95.289066,29.608063,3020011.tif
139,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/08c7e75a1e9d9570203db3c5c64ccc92.jpg,-95.289785,29.607748,3020011.tif
140,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/22e04a674f74c9f62e6ebd82d06c300e.jpg,-95.266579,29.601645,0
141,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/957a894cc33f892aaa3cff4954ab6ec6.jpg,-95.171739,29.514157,0
142,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/cf6752826b58670f6c9d36d9d5f02e1c.jpg,-95.287197,29.608744,3020011.tif
143,105001000B95E200,,-95.286818,29.608751,3020011.tif
144,105001000B95E200,,-95.287489,29.608266,3020011.tif
145,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/2825ed4cc8ff93c3a68e742f9e3b66ca.jpg,-95.21765,29.557006,0
146,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/bfe9ef1ca7b672200b3cb9328a2aea26.jpg,-95.254252,29.607881,0
147,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/1f7a157e6bf2b5d2939160328888b339.jpg,-95.258007,29.596183,0
148,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/7f9be733e3f6760f94d976a18c345b79.jpg,-95.167165,29.437285,0
149,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/a2cc252f695257d7256ecb6e7574a85a.jpg,-95.215236,29.554869,0
150,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/5450db0ff5f8042c3d0c0c1570ba2655.jpg,-95.314692,29.459049,3002233.tif
151,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/fb79c6fe036233afdf6e19a7d45860de.jpg,-95.164176,29.49806,0
152,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/d3d9e46b1e41f1feaa983589e27d1962.jpg,-95.271149,29.605136,0
153,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/c2d6798333838a6737e823398bb12584.jpg,-95.141574,29.504575,0
154,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/2b4ec7bbb624eeb0eafa3745aee64de8.jpg,-95.145082,29.506003,0
155,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/cace095a22478421c5746b8ce2b8de7f.jpg,-95.266739,29.443847,0
156,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/df0c38f66a05585a3e079e8f4530fed2.jpg,-95.235009,29.557021,0
157,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/5efce4ed92bf35d4ada383e0b2520d3b.jpg,-95.171475,29.507077,0
158,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/94df1477ad4f58284f9a78f22ce24387.jpg,-95.189639,29.528488,0
159,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/6f3f8e59070943a4eb8d88551266e0c3.jpg,-95.169882,29.505567,0
160,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/756dd44384a241959ccbeb327f248dab.jpg,-95.297705,29.597631,3020011.tif
161,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/802aff10a42248db0801176116e89891.jpg,-95.152226,29.498645,0
162,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/ebabc470768ea5e031204b8388b76e4d.jpg,-95.298741,29.59167,3020011.tif
163,105001000B95E200,,-95.193743,29.534474,0
164,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/c373275eb63dba87b833b8107eaa1222.jpg,-95.332813,29.373474,3002231.tif
165,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/ce97bce7e71e58f79e9e5d04c622a319.jpg,-95.285971,29.606428,3020011.tif
166,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/2e87027317b24ff0b4b57441a6402202.jpg,-95.013947,29.467237,0
167,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/875201ba07cbfcdedf708b3d0daa3f3a.jpg,-95.103771,29.513401,0
168,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/0b75def1633ccbc83351fe45538b442e.jpg,-95.019359,29.457494,0
169,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/0b60c9f5244f5b44e20f4c66e7dc3fbc.jpg,-95.019053,29.457858,0
170,105001000B95E200,,-95.299551,29.462001,3002233.tif
171,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/8749448d6dbd0f1f4c4841fbc18bb74c.jpg,-95.196876,29.537358,0
172,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/ad9b2bb4c4a924f50a666dae25db40f5.jpg,-95.324316,29.596325,3020011.tif
173,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/b78b292a64ce6e51667fc4f11c3a61f2.jpg,-95.119011,29.506445,0
174,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/eef8648cb835ae0ae38305a06362afab.jpg,-95.322159,29.375306,3002231.tif
175,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/8742a273a81315fdf81d7d4e706f9c9a.jpg,-95.326129,29.593708,3020011.tif
176,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/e27943374b9bba599861318f039768ae.jpg,-95.321762,29.376858,3002231.tif
177,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/26aa799bdb7ce65e1d22fc747ebc49af.jpg,-95.320121,29.37582,3002231.tif
178,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/b2b0e21917f3a80b142dc9930eccd487.jpg,-95.300007,29.460576,3002233.tif
179,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/f900f777253eab935378a66a7e2c39a8.jpg,-95.318608,29.374511,3002231.tif
180,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/733b9eb56c5d8888719a17914b136f9a.jpg,-95.320067,29.374474,3002231.tif
181,105001000B95E200,,-95.019214,29.458918,0
182,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/5fdf5682ef2547b6252f4173df3a9cb3.jpg,-95.319359,29.37396,3002231.tif
183,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/e9041835bb2bb1681e8576c9d7930cb6.jpg,-95.150044,29.501458,0
184,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/cee66e3b0e6176dc8fd4eb3f7c5db539.jpg,-95.298269,29.409587,3002231.tif
185,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/5a74282e9eeced6d8af3679478b16ba6.jpg,-95.319048,29.373015,3002231.tif
186,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/b4fbb896ba2d4f119ea5ab8af34dddd9.jpg,-95.098189,29.531692,0
187,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/318afa0976be88608bdf775df55e951f.jpg,-95.105286,29.508627,0
188,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/19425a174b2d4247fb045c589bbbd904.jpg,-95.098031,29.531521,0
189,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/91c01800b93c45b41261dc9fa27d6ac6.jpg,-95.098476,29.532142,0
190,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/46820a48b7a7b5ad434403255346d98b.jpg,-95.099099,29.533034,0
191,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/00d73673bb4416a10a907038a1461152.jpg,-95.335495,29.59201,3020011.tif
192,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/71e93e22b8fc57c5f930e9683f470970.jpg,-95.329197,29.589132,3020011.tif
193,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/bd044146ceaf1a1fa4d0dc1dd45425f3.jpg,-95.329154,29.588596,3020011.tif
194,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/59409f3c6a74dfca0edb9c1fa1f62554.jpg,-95.294801,29.462898,3002233.tif
195,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/c03fbe951ee44994b583bc069c0b38b6.jpg,-95.329584,29.458024,3002233.tif
196,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/604b1ea79db5f10100917da340b98453.jpg,-95.079359,29.591747,0
197,105001000B95E200,,-95.335962,29.594884,3020011.tif
198,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/e8150d114fa4bfae042f6018a2a03da1.jpg,-95.335275,29.595467,3020011.tif
199,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/d195139a2ee2599e871b61d427b9b653.jpg,-95.302847,29.459883,3002233.tif
200,105001000B95E200,,-95.302021,29.461555,3002233.tif
201,105001000B95E200,,-95.301646,29.461966,3002233.tif
202,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/0bc73e63b5d68dc4073c6cf4132179cb.jpg,-95.237358,29.458234,0
203,105001000B95E200,https://s3.amazonaws.com/explorationlab/chips/047d6cc2d798635956aecac1466e10ce.jpg,-95.233818,29.457687,0
